date,sp500,birkin,balenciaga,paddington,cpi
2023-04-01,4169.47998046875,21884.383561643837,625.068493150685,624.931506849315,302.6945205479452
2023-05-01,4179.830078125,21695.342465753423,612.7397260273973,637.2602739726027,303.6808219178082
2023-06-01,4450.3798828125,21500.0,600.0,650.0,304.7
2023-07-01,4588.9599609375,21262.29508196721,608.1967213114754,662.2950819672132,305.43770491803275
2023-08-01,4507.66015625,21016.666666666668,616.6666666666666,675.0,306.2
2023-09-01,4288.0498046875,20771.03825136612,625.1366120218579,687.7049180327868,306.9622950819672
2023-10-01,4193.7998046875,20533.333333333332,633.3333333333334,700.0,307.7
2023-11-01,4567.7998046875,20287.70491803279,641.8032786885246,712.7049180327868,308.4622950819672
2023-12-01,4769.830078125,20050.0,650.0,725.0,309.2
2024-01-01,4845.64990234375,19804.371584699453,658.4699453551913,737.7049180327868,309.9622950819672
2024-02-01,5096.27001953125,19558.743169398906,666.9398907103825,750.4098360655737,310.7245901639344
2024-03-01,5254.35009765625,19328.96174863388,674.8633879781421,762.2950819672132,311.43770491803275
2024-04-01,5035.68994140625,19083.333333333332,683.3333333333334,775.0,312.2
2024-05-01,5277.509765625,18845.628415300547,691.5300546448087,787.295081967213,312.93770491803275
2024-06-01,5460.47998046875,18600.0,700.0,800.0,313.7
2024-07-01,5522.2998046875,18624.657534246577,708.2191780821918,824.6575342465753,314.37397260273974
2024-08-01,5648.39990234375,18650.13698630137,716.7123287671233,850.1369863013699,315.0704109589041
2024-09-01,5762.47998046875,18675.616438356163,725.2054794520548,875.6164383561644,315.7668493150685
2024-10-01,5705.4501953125,18700.27397260274,733.4246575342465,900.2739726027397,316.4408219178082
2024-11-01,6032.3798828125,18725.753424657534,741.9178082191781,925.7534246575342,317.1372602739726
2024-12-01,5881.6298828125,18750.41095890411,750.1369863013699,950.4109589041095,317.8112328767123
2025-01-01,6040.52978515625,18775.890410958906,758.6301369863014,975.8904109589041,318.5076712328767
2025-02-01,5954.5,18801.369863013697,767.1232876712329,1001.3698630136986,319.2041095890411
2025-03-01,5611.85009765625,18824.383561643837,774.7945205479452,1024.3835616438355,319.83315068493147
2025-04-01,5569.06005859375,18849.86301369863,783.2876712328767,1049.86301369863,320.52958904109585
2025-05-01,5911.68994140625,18874.520547945205,791.5068493150685,1074.5205479452054,321.2035616438356
2025-06-01,6204.9501953125,18900.0,800.0,1100.0,321.9
2025-07-01,6339.39013671875,18900.0,800.0,1100.0,321.9
2025-08-01,6460.259765625,18900.0,800.0,1100.0,321.9
2025-09-01,6688.4599609375,18900.0,800.0,1100.0,321.9
2025-10-01,6840.2001953125,18900.0,800.0,1100.0,321.9
2025-11-01,6849.08984375,18900.0,800.0,1100.0,321.9
2025-12-01,6845.5,18900.0,800.0,1100.0,321.9
